experiment,epoch,learning_rate,hidden_size,activation,train_loss,test_loss,train_accuracy,test_accuracy,gradient_norm,update_norm
lr_too_small,1,0.005,10,tanh,0.5844193859669216,0.5728362618169421,0.7352380952380952,0.7257142857142858,0.32786392609358156,0.0015872672187277296
lr_too_small,10,0.005,10,tanh,0.5796416454980815,0.5686988472704358,0.7352380952380952,0.7314285714285714,0.32359127619148365,0.0015676040911280745
lr_too_small,20,0.005,10,tanh,0.574477288376431,0.5642304480678316,0.7371428571428571,0.7257142857142858,0.31895741706570085,0.0015462669810533429
lr_too_small,30,0.005,10,tanh,0.5694590264226339,0.5598922881672159,0.7409523809523809,0.7257142857142858,0.31443987292204034,0.0015254524344339541
lr_too_small,40,0.005,10,tanh,0.5645811791555486,0.5556791676835899,0.7409523809523809,0.7314285714285714,0.31003540850655337,0.0015051451806695926
lr_too_small,50,0.005,10,tanh,0.5598383184432617,0.5515861265342875,0.7428571428571429,0.7314285714285714,0.3057408567227153,0.001485330341859772
lr_too_small,60,0.005,10,tanh,0.5552252570273688,0.5476084326961163,0.7466666666666667,0.7371428571428571,0.30155312011701924,0.0014659934325864214
lr_too_small,70,0.005,10,tanh,0.5507370375028227,0.543741571012438,0.7428571428571429,0.7371428571428571,0.29746917199810846,0.0014471203585240656
lr_too_small,80,0.005,10,tanh,0.5463689217460963,0.5399812325316518,0.7447619047619047,0.7371428571428571,0.29348605722045695,0.001428697413988776
lr_too_small,90,0.005,10,tanh,0.5421163807830185,0.5363233043580659,0.7447619047619047,0.7485714285714286,0.28960089266267186,0.0014107112785339219
lr_too_small,100,0.005,10,tanh,0.5379750850864589,0.5327638599958597,0.7485714285714286,0.7485714285714286,0.28581086742932804,0.0013931490126966551
lr_too_small,110,0.005,10,tanh,0.5339408952930814,0.529299150166717,0.7504761904761905,0.7542857142857143,0.2821132428039132,0.0013759980529942583
lr_too_small,120,0.005,10,tanh,0.530009853327601,0.5259255940817447,0.7561904761904762,0.7542857142857143,0.278505351979017,0.0013592462062641743
lr_too_small,130,0.005,10,tanh,0.5261781739223746,0.5226397711484406,0.76,0.7485714285714286,0.27498459958836946,0.0013428816434358738
lr_too_small,140,0.005,10,tanh,0.5224422365197008,0.5194384130937335,0.7619047619047619,0.7485714285714286,0.27154846106376923,0.0013268928928168648
lr_too_small,150,0.005,10,tanh,0.5187985775438836,0.516318396484461,0.7638095238095238,0.7542857142857143,0.26819448183836353,0.0013112688329692372
lr_too_small,160,0.005,10,tanh,0.5152438830299181,0.513276735627069,0.7638095238095238,0.7542857142857143,0.2649202764161711,0.001295998685247215
lr_too_small,170,0.005,10,tanh,0.5117749815955638,0.5103105758287854,0.7657142857142857,0.7542857142857143,0.261723527326202,0.0012810720060603877
lr_too_small,180,0.005,10,tanh,0.5083888377435708,0.5074171870030448,0.7676190476190476,0.7542857142857143,0.25860198397803724,0.0012664786789216723
lr_too_small,190,0.005,10,tanh,0.5050825454808996,0.504593957602488,0.7714285714285715,0.7542857142857143,0.2555534614342903,0.0012522089063336079
lr_too_small,200,0.005,10,tanh,0.5018533222419282,0.501838388863441,0.7733333333333333,0.7542857142857143,0.2525758391140052,0.0012382532015614265
lr_too_small,210,0.005,10,tanh,0.4986985031028334,0.4991480893463717,0.7714285714285715,0.7542857142857143,0.24966705943974335,0.0012246023803364316
lr_too_small,220,0.005,10,tanh,0.49561553527459734,0.496520769757424,0.7714285714285715,0.7542857142857143,0.2468251264398848,0.0012112475525285983
lr_too_small,230,0.005,10,tanh,0.49260197286236324,0.4939542380367423,0.7714285714285715,0.7542857142857143,0.24404810431651963,0.0011981801138229817
lr_too_small,240,0.005,10,tanh,0.489655471879203,0.4914463946999007,0.7752380952380953,0.7542857142857143,0.24133411598823556,0.001185391737430525
lr_too_small,250,0.005,10,tanh,0.48677378550268985,0.4889952284193534,0.7790476190476191,0.7542857142857143,0.2386813416161059,0.0011728743658600967
lr_too_small,260,0.005,10,tanh,0.48395475956304335,0.4865988118334188,0.7771428571428571,0.7542857142857143,0.23608801712026517,0.0011606202027751903
lr_too_small,270,0.005,10,tanh,0.4811963282519871,0.4842552975708848,0.7752380952380953,0.7542857142857143,0.23355243269360718,0.0011486217049555417
lr_too_small,280,0.005,10,tanh,0.47849651004184884,0.4819629144798927,0.7752380952380953,0.76,0.23107293131836035,0.0011368715743810562
lr_too_small,290,0.005,10,tanh,0.4758534038048192,0.4797199640503073,0.7771428571428571,0.76,0.22864790729058182,0.001125362750452804
lr_too_small,300,0.005,10,tanh,0.4732651851226874,0.47752481701931254,0.7790476190476191,0.7657142857142857,0.22627580475695935,0.0011140884023634688
lr_too_small,310,0.005,10,tanh,0.4707301027777551,0.47537591015048924,0.7771428571428571,0.7771428571428571,0.2239551162677194,0.0011030419216274884
lr_too_small,320,0.005,10,tanh,0.4682464754160249,0.47327174317712417,0.7790476190476191,0.7771428571428571,0.221684381348899,0.001092216914779175
lr_too_small,330,0.005,10,tanh,0.46581268837413975,0.471210875900981,0.7790476190476191,0.7885714285714286,0.21946218509675786,0.0010816071962453935
lr_too_small,340,0.005,10,tanh,0.46342719066192634,0.4691919254382182,0.7828571428571428,0.7885714285714286,0.21728715679666588,0.001071206781397797
lr_too_small,350,0.005,10,tanh,0.4610884920927629,0.46721356360457417,0.7828571428571428,0.7942857142857143,0.2151579685684107,0.0010610098797882682
lr_too_small,360,0.005,10,tanh,0.45879516055434977,0.46527451443236445,0.7847619047619048,0.8,0.21307333403951367,0.0010510108885699592
lr_too_small,370,0.005,10,tanh,0.4565458194128066,0.463373551812227,0.7847619047619048,0.8,0.2110320070478331,0.0010412043861052803
lr_too_small,380,0.005,10,tanh,0.45433914504335937,0.4615094972529375,0.7866666666666666,0.8,0.20903278037444792,0.0010315851257612127
lr_too_small,390,0.005,10,tanh,0.45217386448120167,0.4596812177529763,0.7866666666666666,0.8,0.20707448450756974,0.0010221480298915032
lr_too_small,400,0.005,10,tanh,0.45004875318642984,0.457887623777869,0.7885714285714286,0.8,0.20515598643800936,0.0010128881840045859
lr_too_small,410,0.005,10,tanh,0.4479626329172506,0.4561276673376556,0.7885714285714286,0.8,0.20327618848653084,0.0010038008311154419
lr_too_small,420,0.005,10,tanh,0.44591436970594994,0.45440034015914743,0.7885714285714286,0.8,0.20143402716325418,0.0009948813662790893
lr_too_small,430,0.005,10,tanh,0.44390287193238964,0.45270467194792513,0.7942857142857143,0.8,0.19962847205912282,0.0009861253313029397
lr_too_small,440,0.005,10,tanh,0.44192708849005713,0.4510397287353129,0.7923809523809524,0.8,0.19785852476931656,0.0009775284096348667
lr_too_small,450,0.005,10,tanh,0.43998600703995744,0.44940461130582193,0.7942857142857143,0.8,0.19612321784838527,0.0009690864214235392
lr_too_small,460,0.005,10,tanh,0.4380786523478666,0.4477984537008102,0.7942857142857143,0.8,0.1944216137967781,0.0009607953187472907
lr_too_small,470,0.005,10,tanh,0.43620408470070554,0.44622042179433574,0.7980952380952381,0.8,0.19275280407836204,0.0009526511810075999
lr_too_small,480,0.005,10,tanh,0.43436139839800714,0.44466971193741023,0.8,0.8,0.19111590816845464,0.0009446502104830917
lr_too_small,490,0.005,10,tanh,0.432549720314661,0.4431455496670618,0.8,0.8,0.18951007263183794,0.0009367887280398545
lr_too_small,500,0.005,10,tanh,0.43076820853131853,0.4416471884768222,0.8,0.8,0.18793447023017015,0.0009290631689937604
lr_too_small,510,0.005,10,tanh,0.4290160510290301,0.4401739086454347,0.8,0.8,0.1863882990581753,0.0009214700791204461
lr_too_small,520,0.005,10,tanh,0.427292464444866,0.43872501612076314,0.8,0.8,0.18487078170795848,0.00091400611080856
lr_too_small,530,0.005,10,tanh,0.4255966928854407,0.4372998414560401,0.8,0.8,0.1833811644607693,0.000906668019351894
lr_too_small,540,0.005,10,tanh,0.42392800679542747,0.4358977387957605,0.8,0.8,0.18191871650551883,0.0008994526593760102
lr_too_small,550,0.005,10,tanh,0.42228570187829634,0.43451808490866717,0.8,0.8,0.18048272918334346,0.0008923569813950323
lr_too_small,560,0.005,10,tanh,0.4206690980666603,0.43316027826542075,0.8019047619047619,0.8057142857142857,0.17907251525749868,0.0008853780284942948
lr_too_small,570,0.005,10,tanh,0.41907753853974855,0.43182373815867425,0.8,0.8057142857142857,0.17768740820786427,0.0008785129331346142
lr_too_small,580,0.005,10,tanh,0.417510388785657,0.4305079038634012,0.8038095238095239,0.8057142857142857,0.17632676154934135,0.0008717589140740187
lr_too_small,590,0.005,10,tanh,0.4159670357061509,0.4292122338354423,0.8038095238095239,0.8057142857142857,0.1749899481734237,0.0008651132734028421
lr_too_small,600,0.005,10,tanh,0.41444688676191116,0.42793620494634516,0.8076190476190476,0.8057142857142857,0.17367635971223283,0.0008585733936881839
lr_too_small,610,0.005,10,tanh,0.41294936915622515,0.4266793117526795,0.8095238095238095,0.8057142857142857,0.17238540592431284,0.0008521367352238283
