x1,x2,label
1.0279015653034316,0.06635341348907707,0.0
0.8979398862003918,-0.35085184584799506,1.0
1.0801157175497955,0.3549163109974254,0.0
-0.34413618596870227,0.9047703874541272,0.0
0.23477183941996257,0.9269693412426052,0.0
-0.5577604447668428,0.5538036344453081,0.0
0.5583184936809743,-0.45642595190468255,1.0
0.03799020176211998,0.2794042412206148,1.0
0.8061807514615162,0.5745982424574171,0.0
0.9166484790123527,0.555862339985104,0.0
0.9250763044160588,0.40412229185640214,0.0
0.040529914903169,-0.1495726202617889,1.0
-0.08954335443170953,0.6077933596841456,1.0
0.25066179143914213,-0.1465729265209678,1.0
0.5741502598278375,-0.12772822628067515,1.0
1.4470439760614204,-0.10631519098681862,1.0
0.8824406271977886,0.3132874137984417,0.0
0.8379775747683609,-0.6004829731702437,1.0
1.277587822575387,-0.4681992482141461,1.0
1.1529597096755682,0.08361526312477655,0.0
1.283221996553765,-0.7427330759558952,1.0
0.1960102778951141,0.07088225713400204,1.0
-1.044891983417286,0.18019879621519713,0.0
1.9965932534226682,0.40380640864322176,1.0
2.0214476811914412,0.5679075068166826,1.0
0.8861367895805791,0.28405779533283093,0.0
0.7148513912609962,-0.5566073613245456,1.0
0.08217972788140204,0.07942269992400854,1.0
0.6378434452677344,0.7259546998935733,0.0
0.4734624860239806,0.020147317481834015,1.0
2.07496247694547,0.3453469299687722,1.0
0.8426430569328025,0.21396090713202523,0.0
1.0851730962328998,-0.42590424468804616,1.0
0.03493974724762704,0.12686948075624283,1.0
-0.9378572704565462,0.30405177014913287,0.0
1.8646035849018985,-0.2758485207821882,1.0
-1.004209951013693,0.5067529864328486,0.0
0.4632842253180713,-0.5419115998465904,1.0
0.01827488235677971,0.2983513522859351,1.0
0.6482815401284617,0.7506854665686812,0.0
-0.16859688165528064,0.30382695766701584,1.0
1.6754926546775575,0.07388765068327457,1.0
0.016532143446754664,0.32441311247639676,1.0
0.6288760969199814,0.8190449431983772,0.0
1.813679305119432,0.13027699194332726,1.0
